audio_path,transcription
dataset/0000.wav,"Votre attention s'il vous plaît, ce train a pour destination Cergy-le-Haut. Il desservira Pont-Cardinet, Clichy-Levallois, Bécon-les-Bruyères et toutes les gares de Nanterre-Université à Cergy-le-Haut."
dataset/0001.wav,"Votre attention s'il vous plaît, ce train a pour destination Cergy-le-Haut. Il desservira toutes les gares de Nanterre-Université à Cergy-le-Haut."
dataset/0002.wav,"Votre attention s'il vous plaît, ce train a pour destination Cergy-le-Haut. Ce train desservira toutes les gares jusqu'à Cergy-le-Haut."
dataset/0003.wav,"Votre attention s'il vous plaît, ce train a pour destination Cergy-le-Haut. Il desservira Clichy-Levallois, Bécon-les-Bruyères, et toutes les gares de Nanterre-Université à Cergy-le-Haut."
dataset/0004.wav,"Votre attention s'il vous plaît, ce train a pour destination Cergy-le-Haut. Il desservira toutes les gares de Nanterre-Université à Cergy-le-Haut."
dataset/0005.wav,"Votre attention s'il vous plaît, ce train a pour destination Cergy-le-Haut. Ce train desservira toutes les gares jusqu'à Cergy-le-Haut."
dataset/0006.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares Bécon-les-Bruyères à Maison-Laffitte."
dataset/0007.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares jusqu'à Maison-Laffitte."
dataset/0008.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira Pont-Cardinet, Clichy-Levallois, Bécon-les-Bruyères, et toutes les gares de Nanterre-Université à Maison-Laffitte."
dataset/0009.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares de Nanterre-Université à Maison-Laffitte."
dataset/0010.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares jusqu'à Maison-Laffitte."
dataset/0011.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares jusqu'à Maison-Laffitte."
dataset/0012.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira Clichy-Levallois, Bécon-les-Bruyères, et toutes les gares de Nanterre-Université à Maison-Laffitte."
dataset/0013.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares de Nanterre-Université à Maison-Laffitte."
dataset/0014.wav,"Votre attention s'il vous plaît, ce train a pour destination Maison-Laffitte. Il desservira toutes les gares jusqu'à Maison-Laffitte."
dataset/0015.wav,"Votre attention s'il vous plaît, ce train a pour destination Marly-le-Roi. Il desservira Bécon-les-Bruyères, Courbevoie, La Défense et toutes les gares de Saint-Cloud à Marly-le-Roi."
dataset/0016.wav,"Votre attention s'il vous plaît, ce train a pour destination Marly-le-Roi. Ce train desservira Courbevoie, La Défense et toutes les gares de Saint-Cloud à Marly-le-Roi."
dataset/0017.wav,"Votre attention s'il vous plaît, ce train a pour destination Marly-le-Roi. Ce train desservira toutes les gares de Saint-Cloud à Marly-le-Roi."
dataset/0018.wav,"Votre attention s'il vous plaît, ce train a pour destination Marly-le-Roi. Ce train desservira toutes les gares jusqu'à Marly-le-Roi."
dataset/0019.wav,"Votre attention s'il vous plaît, ce train a pour destination Nanterre-Université. Il desservira toutes les gares jusqu'à Nanterre-Université."
dataset/0020.wav,"Votre attention s'il vous plaît, ce train a pour destination Noisy-le-Roi. Il desservira toutes les gares de Saint-Germain-en-Laye Grande Ceinture à Noisy-le-Roi."
dataset/0021.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Asnières-sur-Seine et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0022.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Asnières-sur-Seine et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0023.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0024.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Saint-Cloud, La Défense, et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0025.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira La Défense et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0026.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0027.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Nanterre-Université, Bécon-les-Bruyères, Clichy-Levallois, Pont-Cardinet, Paris-Saint-Lazare."
dataset/0028.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Bécon-les-Bruyères, Clichy-Levallois, Pont-Cardinet, Paris-Saint-Lazare."
dataset/0029.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Clichy-Levallois, Pont-Cardinet, Paris-Saint-Lazare."
dataset/0030.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Nanterre-Université, Bécon-les-Bruyères, Clichy-Levallois et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0031.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Bécon-les-Bruyères, Clichy-Levallois et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0032.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Clichy-Levallois et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0033.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0034.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Nanterre-Université, Bécon-les-Bruyères, Clichy-Levallois, Pont-Cardinet, Paris-Saint-Lazare."
dataset/0035.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Bécon-les-Bruyères, Clichy-Levallois, Pont-Cardinet, Paris-Saint-Lazare."
dataset/0036.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Clichy-Levallois, Pont-Cardinet, Paris-Saint-Lazare."
dataset/0037.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à La Défense et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0038.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0039.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Saint-Cloud, La Défense, Courbevoie, Bécon-les-Bruyères, il sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0040.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira La Défense, Courbevoie, Bécon-les-Bruyères, il sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0041.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Courbevoie, Bécon-les-Bruyères et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0042.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0043.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Saint-Cloud, La Défense, et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0044.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira La Défense et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0045.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0046.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Bécon-les-Bruyères et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0047.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0048.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Bécon-les-Bruyères et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0049.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0050.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Paris-Saint-Lazare."
dataset/0051.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Paris-Saint-Lazare."
dataset/0052.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Bécon-les-Bruyères et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0053.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0054.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Il desservira toutes les gares jusqu'à Nanterre-Université, Bécon-les-Bruyères, Clichy-Levallois et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0055.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Bécon-les-Bruyères, Clichy-Levallois et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0056.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train desservira Clichy-Levallois et sera sans arrêt jusqu'à Paris-Saint-Lazare."
dataset/0057.wav,"Votre attention s'il vous plaît, ce train a pour destination Paris-Saint-Lazare. Ce train est direct Paris-Saint-Lazare."
dataset/0058.wav,"Votre attention s'il vous plaît. Ce train a pour destination Saint-Cloud. Il desservira toutes les gares de Asnières-sur-Seine à Saint-Cloud."
dataset/0059.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Cloud. Il desservira toutes les gares jusqu'à Saint-Cloud."
dataset/0060.wav,"Votre attention s'il vous plaît. Ce train a pour destination Saint-Cloud. Il desservira toutes les gares de Bécon-les-Bruyères à Saint-Cloud."
dataset/0061.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Cloud. Il desservira toutes les gares jusqu'à Saint-Cloud."
dataset/0062.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Germain-en-Laye Grande Ceinture. Il desservira toutes les gares de Noisy-le-Roi à Saint-Germain-en-Laye Grande Ceinture."
dataset/0063.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares Bécon-les-Bruyères à Saint-Nom-la-Bretèche."
dataset/0064.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares jusqu'à Saint-Nom-la-Bretèche."
dataset/0065.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira La Défense et toutes les gares de Saint-Cloud à Saint-Nom-la-Bretèche."
dataset/0066.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares de Saint-Cloud à Saint-Nom-la-Bretèche."
dataset/0067.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares jusqu'à Saint-Nom-la-Bretèche."
dataset/0068.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares de Asnières-sur-Seine à Saint-Nom-la-Bretèche."
dataset/0069.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares jusqu'à Saint-Nom-la-Bretèche."
dataset/0070.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira Bécon-les-Bruyères, Courbevoie, La Défense et toutes les gares de Saint-Cloud à Saint-Nom-la-Bretèche."
dataset/0071.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira Courbevoie, La Défense et toutes les gares de Saint-Cloud à Saint-Nom-la-Bretèche."
dataset/0072.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares de Saint-Cloud à Saint-Nom-la-Bretèche."
dataset/0073.wav,"Votre attention s'il vous plaît, ce train a pour destination Saint-Nom-la-Bretèche. Il desservira toutes les gares jusqu'à Saint-Nom-la-Bretèche."
dataset/0074.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira La Défense et toutes les gares de Saint-Cloud à Versailles-Rive-Droite."
dataset/0075.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares de Saint-Cloud à Versailles-Rive-Droite."
dataset/0076.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares jusqu'à Versailles-Rive-Droite."
dataset/0077.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares de La Défense à Versailles-Rive-Droite."
dataset/0078.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares jusqu'à Versailles-Rive-Droite."
dataset/0079.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares jusqu'à Versailles-Rive-Droite."
dataset/0080.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares Bécon-les-Bruyères à Versailles-Rive-Droite."
dataset/0081.wav,"Votre attention s'il vous plaît. Ce train a pour destination Versailles-Rive-Droite. Il desservira toutes les gares jusqu'à Versailles-Rive-Droite."
dataset/0082.wav,"Prochain arrêt, Bougival."
dataset/0083.wav,"Prochain arrêt, Garches - Marnes-la-Coquette."
dataset/0084.wav,"Prochain arrêt, La Celle-Saint-Cloud."
dataset/0085.wav,"Prochain arrêt, La Garenne-Colombes."
dataset/0086.wav,"Prochain arrêt, Les Vallées."
dataset/0087.wav,"Prochain arrêt, L'Étang-la-Ville."
dataset/0088.wav,"Prochain arrêt, Louveciennes."
dataset/0089.wav,"Prochain arrêt, Mareil-Marly."
dataset/0090.wav,"Prochain arrêt, Marly-le-Roi. Terminus du train."
dataset/0091.wav,"Prochain arrêt, Marly-le-Roi."
dataset/0092.wav,"Prochain arrêt, Noisy-le-Roi. Terminus du train."
dataset/0093.wav,"Prochain arrêt, Saint-Germain-en-Laye-Bel-Air - Fourqueux."
dataset/0094.wav,"Prochain arrêt, Saint-Germain-en-Laye-Grande-Ceinture. Terminus du train."
dataset/0095.wav,"Prochain arrêt, Saint-Nom-la-Bretèche - Forêt de Marly. Terminus du train."
dataset/0096.wav,"Prochain arrêt, Saint-Nom-la-Bretèche - Forêt de Marly."
dataset/0097.wav,"Prochain arrêt, Vaucresson."
dataset/0098.wav,"Prochain arrêt, Achères-Ville."
dataset/0099.wav,"Prochain arrêt, Asnières-sur-Seine."
dataset/0100.wav,"Prochain arrêt, Bécon-les-Bruyères."
dataset/0101.wav,"Prochain arrêt, Cergy-le-Haut. Terminus du train."
dataset/0102.wav,"Prochain arrêt, Cergy-Préfecture."
dataset/0103.wav,"Prochain arrêt, Cergy-Saint-Christophe."
dataset/0104.wav,"Prochain arrêt, Chaville-Rive-Droite."
dataset/0105.wav,"Prochain arrêt, Clichy-Levallois."
dataset/0106.wav,"Prochain arrêt, Conflans-Fin-d'Oise."
dataset/0107.wav,"Prochain arrêt, Courbevoie."
dataset/0108.wav,"Prochain arrêt, Houilles - Carrières-sur-Seine."
dataset/0109.wav,"Prochain arrêt, La Défense."
dataset/0110.wav,"Prochain arrêt, Le Val d'Or."
dataset/0111.wav,"Prochain arrêt, Maisons-Laffitte. Terminus du train."
dataset/0112.wav,"Prochain arrêt, Maisons-Laffitte."
dataset/0113.wav,"Prochain arrêt, Montreuil."
dataset/0114.wav,"Prochain arrêt, Nanterre-Université. Terminus du train."
dataset/0115.wav,"Prochain arrêt, Nanterre-Université."
dataset/0116.wav,"Prochain arrêt, Neuville-Université."
dataset/0117.wav,"Prochain arrêt, Paris-Saint-Lazare, terminus du train."
dataset/0118.wav,"Prochain arrêt, Pont Cardinet."
dataset/0119.wav,"Prochain arrêt, Puteaux."
dataset/0120.wav,"Prochain arrêt, Sartrouville."
dataset/0121.wav,"Prochain arrêt, Sèvres - Ville-d'Avray."
dataset/0122.wav,"Prochain arrêt, Saint-Cloud. Terminus du train."
dataset/0123.wav,"Prochain arrêt, Saint-Cloud."
dataset/0124.wav,"Prochain arrêt, Suresnes-Mont-Valérien."
dataset/0125.wav,"Prochain arrêt, Versailles-Rive-Droite, terminus du train."
dataset/0126.wav,"Prochain arrêt, Viroflay-Rive-Droite."
dataset/0127.wav,"Achères-Ville."
dataset/0128.wav,"Asnières-sur-Seine."
dataset/0129.wav,"Bécon-les-Bruyères."
dataset/0130.wav,"Bougival"
dataset/0131.wav,"Cergy-le-Haut, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0132.wav,"Cergy-Préfecture."
dataset/0133.wav,"Cergy-Saint-Christophe."
dataset/0134.wav,"Chaville-Rive-Droite."
dataset/0135.wav,"Clichy-Levallois."
dataset/0136.wav,"Conflans-Fin-d'Oise."
dataset/0137.wav,"Courbevoie."
dataset/0138.wav,"Garches - Marnes-la-Coquette."
dataset/0139.wav,"Houilles - Carrières-sur-Seine."
dataset/0140.wav,"La Celle-Saint-Cloud."
dataset/0141.wav,"La Défense."
dataset/0142.wav,"La Garenne-Colombes."
dataset/0143.wav,"Le Val d'Or."
dataset/0144.wav,"Les Vallées."
dataset/0145.wav,"L'Étang-la-Ville."
dataset/0146.wav,"Louveciennes."
dataset/0147.wav,"Maisons-Laffitte, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0148.wav,"Maisons-Laffitte."
dataset/0149.wav,"Mareil-Marly."
dataset/0150.wav,"Marly-le-Roi, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0151.wav,"Marly-le-Roi."
dataset/0152.wav,"Montreuil."
dataset/0153.wav,"Nanterre-Université, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0154.wav,"Nanterre-Université."
dataset/0155.wav,"Neuville-Université."
dataset/0156.wav,"Noisy-le-Roi, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0157.wav,"Paris Saint-Lazare, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0158.wav,"Pont Cardinet."
dataset/0159.wav,"Puteaux."
dataset/0160.wav,"Saint-Germain-en-Laye-Bel-Air - Fourqueux."
dataset/0161.wav,"Saint-Germain-en-Laye-Grande-Ceinture. Terminus du Train. Assurez-vous de ne rien oublier dans le train."
dataset/0162.wav,"Saint-Nom-la-Bretèche - Forêt de Marly. Terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0163.wav,"Saint-Nom-la-Bretèche - Forêt de Marly."
dataset/0164.wav,"Sartrouville."
dataset/0165.wav,"Sèvres - Ville-d'Avray."
dataset/0166.wav,"Saint-Cloud, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0167.wav,"Saint-Cloud."
dataset/0168.wav,"Suresnes-Mont-Valérien."
dataset/0169.wav,"Vaucresson."
dataset/0170.wav,"Versailles-Rive-Droite, terminus du train. Assurez-vous de ne rien oublier dans le train."
dataset/0171.wav,"Viroflay-Rive-Droite."
dataset/0172.wav,"Votre attention, s'il vous plaît. Notre train est arrêté en pleine voie. Pour votre sécurité, merci de rester dans les voitures sans ouvrir les portes. Merci de votre compréhension."
dataset/0173.wav,"Votre attention, s'il vous plaît. Le train ne peut partir que si toutes les portes sont fermées. Merci de ne pas en gêner la fermeture."
dataset/0174.wav,"Votre attention, s'il vous plaît. Notre train ayant pris du retard, nous vous prions d'accepter nos excuses pour la gêne occasionnée."
dataset/0175.wav,"Votre attention, s'il vous plaît. Nous vous rappelons que ce train est non fumeur. Merci de votre compréhension."
dataset/0176.wav,"Attention, ce train ne prend pas de voyageurs. Merci de bien vouloir descendre de la rame. Merci de votre compréhension."
